Date,Stock Ticker,Open Price,Close Price,High Price,Low Price,Trading Volume,Sentiment Score,Mentions Volume,News Sentiment,Volatility Index,5d MA,10d MA,20d MA,MACD,RSI,Momentum,Beta,Alpha,Sharpe Ratio,Day Return %,Week Return %,Month Return %,Sector
2020-06-01,NFLX,422.33,673.03,938.39,1158.16,21438848,0.609,116,0.594,35.8,86.11,79.13,423.44,-4.26,47.1,6.07,0.94,-0.04,-0.29,-3.25,-5.21,-0.07,Tech
2020-06-01,NVDA,463.07,1137.3,898.79,894.7,45166004,0.837,4770,0.878,49.36,512.11,1055.57,917.48,-3.37,40.3,-9.21,1.43,0.017,-0.8,-1.13,-7.42,11.68,Consumer
2020-06-01,META,495.57,1373.91,844.04,152.96,71074496,0.794,2723,0.208,45.15,163.46,1330.76,1324.6,1.25,69.44,-2.61,0.71,-0.0098,-0.91,-1.3,-3.85,-4.61,Consumer
2020-06-01,AMD,1214.39,879.58,978.7,1343.56,30323519,0.84,229,-0.482,33.64,1183.04,1466.45,1102.26,-2.81,40.42,-8.25,1.73,-0.0259,-0.43,-2.41,5.89,-0.3,Tech
2020-06-01,INTC,831.78,312.14,426.2,94.64,62365157,0.815,1573,0.673,45.76,1391.23,1254.27,734.65,-0.77,3.67,4.73,1.29,0.0182,0.5,4.97,7.66,15.5,Consumer
2020-06-02,AAPL,501.4,439.76,172.74,1135.17,79008550,0.054,9241,-0.674,14.65,866.08,96.08,1142.14,1.21,83.97,-2.69,1.74,-0.0302,2.54,-0.53,-1.71,-11.7,Healthcare
2020-06-02,TSLA,934.98,338.03,222.94,1150.25,22974512,-0.561,9360,-0.955,28.19,252.37,995.19,1051.08,3.31,31.84,-9.4,0.82,-0.0269,2.04,-2.32,5.63,19.75,Tech
2020-06-02,AMZN,1088.42,407.94,375.64,1432.01,47150792,0.596,4411,0.816,27.15,859.33,768.71,1373.92,0.5,94.64,-8.48,0.7,0.0499,1.12,-0.93,-3.36,-1.75,Consumer
2020-06-02,GOOGL,445.3,494.3,775.29,128.49,48725406,-0.573,9915,0.151,23.46,1166.99,1409.95,432.16,-3.23,87.96,-6.03,1.53,0.0389,0.72,-2.21,0.18,-9.67,Consumer
2020-06-02,MSFT,649.65,854.94,1268.64,915.44,45637638,-0.466,2995,-0.861,10.01,1091.7,1358.1,223.0,4.52,23.39,5.74,0.59,0.0197,0.82,-1.48,-9.6,15.7,Healthcare
2020-06-02,NFLX,226.73,902.59,1066.88,670.37,76997072,-0.533,2836,0.159,45.64,1125.49,1482.67,731.57,-4.1,96.55,5.98,0.87,-0.0184,2.54,-3.74,4.24,-16.94,Healthcare
2020-06-02,NVDA,312.67,668.42,1194.11,529.42,12995490,0.03,5198,-0.71,41.11,454.8,1299.8,573.57,-1.33,85.36,9.93,1.86,0.0037,1.9,-4.99,4.37,5.69,Healthcare
2020-06-02,META,1037.62,942.36,558.91,180.96,27134127,-0.356,2046,-0.937,36.11,156.92,842.99,1463.55,4.21,98.5,-5.18,0.7,-0.0373,-0.31,-0.08,-8.0,-17.53,Healthcare
2020-06-02,AMD,313.09,168.28,636.75,865.85,95342628,-0.692,5659,-0.767,15.16,266.0,1086.61,60.88,1.02,67.79,-8.79,1.06,-0.0166,2.76,-0.11,-2.82,17.85,Consumer
2020-06-02,INTC,811.49,177.29,620.84,744.61,29536627,-0.094,8908,0.55,25.13,1435.48,1448.78,1403.41,1.63,93.07,-4.34,1.92,-0.0432,2.09,-3.43,-0.33,5.59,Tech
2020-06-03,AAPL,1078.12,299.15,328.22,201.6,33671889,0.748,400,0.511,46.97,939.6,888.27,1434.86,-1.98,69.01,-6.42,0.53,0.011,-0.86,3.33,5.48,-4.08,Consumer
2020-06-03,TSLA,204.97,801.21,138.76,938.11,41544255,0.141,9276,0.209,34.68,1105.45,1267.97,123.89,-4.21,85.51,4.21,1.17,0.0357,1.01,-3.08,6.47,-3.02,Tech
2020-06-03,AMZN,872.6,360.29,906.83,1120.03,80757246,0.757,4601,-0.581,34.14,1353.64,1416.2,1339.88,-1.34,61.04,9.38,1.68,0.031,1.61,2.7,4.38,-13.39,Tech
2020-06-03,GOOGL,422.02,460.76,1484.36,1162.55,66195040,-0.608,8452,0.478,46.53,1286.49,877.28,732.63,-0.98,92.92,-4.54,1.86,0.0356,-0.76,-3.1,-5.68,-5.6,Tech
2020-06-03,MSFT,1446.24,630.45,291.9,1362.79,69702467,-0.666,6014,-0.184,32.39,366.68,280.77,1160.92,-2.3,51.81,-3.43,1.6,-0.0325,0.41,-2.19,-2.87,16.15,Finance
2020-06-03,NFLX,751.14,1227.21,117.69,643.73,93096598,0.151,5771,0.022,33.9,134.19,275.57,164.92,-2.85,73.66,-2.98,1.83,0.015,1.59,-2.3,-5.05,12.21,Consumer
2020-06-03,NVDA,1218.69,70.1,1180.32,1431.96,52700554,-0.073,8317,0.795,23.83,1391.44,217.21,1435.05,-1.44,91.7,7.14,0.55,0.0457,2.26,-2.7,2.74,6.46,Healthcare
2020-06-03,META,847.83,991.6,416.25,1304.87,70232563,0.32,182,-0.084,24.86,1473.42,740.67,930.95,1.39,42.24,1.56,0.65,0.0283,2.91,4.53,2.95,18.71,Finance
2020-06-03,AMD,112.95,1019.87,1252.98,479.93,31503176,0.589,8464,0.253,37.42,872.65,746.21,1353.11,4.49,2.64,9.48,1.61,-0.0497,-0.51,-2.37,-9.68,2.94,Consumer
2020-06-03,INTC,968.07,1208.05,1070.71,280.96,70029695,0.503,1098,0.924,22.82,1338.18,945.19,1025.8,2.04,11.3,2.54,1.63,0.0382,1.53,-0.15,4.63,-12.95,Consumer
2020-06-04,AAPL,1429.53,1402.49,1421.23,681.31,87690023,0.885,5904,-0.097,32.36,386.13,750.17,828.37,2.8,97.19,4.12,1.41,0.0206,2.57,2.35,-5.41,8.54,Consumer
2020-06-04,TSLA,922.34,79.2,642.94,632.75,85829060,-0.203,7037,0.121,21.17,211.01,1460.93,300.12,-1.94,87.32,-8.22,1.6,-0.0378,1.87,-1.81,6.03,3.68,Finance
2020-06-04,AMZN,1237.82,272.99,1009.86,884.79,24802443,-0.587,3241,0.169,16.65,774.73,472.4,308.03,-3.95,48.34,9.03,1.79,-0.0186,1.53,-4.88,6.66,-2.54,Healthcare
2020-06-04,GOOGL,1332.1,1334.95,724.04,895.91,85683198,0.102,2982,-0.519,28.18,1226.22,1317.03,735.23,-2.08,96.09,2.56,1.32,-0.0382,-0.14,2.62,5.94,-14.12,Tech
2020-06-04,MSFT,380.72,714.85,964.35,1137.48,80840384,-0.779,7462,0.474,18.7,999.25,195.48,1312.14,-0.97,18.56,0.4,1.92,0.023,2.26,-2.16,-1.84,7.11,Finance
2020-06-04,NFLX,357.47,868.66,701.92,789.34,90425166,-0.422,3184,0.453,45.94,974.11,922.78,217.07,1.9,11.1,-2.25,1.54,-0.0496,1.25,3.73,-3.03,-2.24,Tech
2020-06-04,NVDA,935.92,1011.39,323.52,201.99,95157912,-0.584,2145,-0.573,22.14,75.32,990.07,1497.66,4.39,60.14,-8.46,1.21,-0.0035,-0.55,-0.09,-1.3,3.15,Consumer
2020-06-04,META,645.99,1034.65,786.45,1294.52,55023337,-0.207,9052,-0.973,33.9,510.36,1169.73,1320.07,3.09,38.21,-7.33,1.13,0.05,2.74,1.24,0.54,-7.38,Healthcare
2020-06-04,AMD,1267.8,1401.02,816.45,499.16,11627199,-0.778,304,0.998,20.54,1412.27,779.38,619.21,-2.34,33.98,-9.77,1.63,0.0351,2.95,4.51,-5.0,-13.77,Consumer
2020-06-04,INTC,1355.03,1495.58,1225.38,1458.38,79662829,-0.936,5384,0.163,20.32,244.7,335.98,417.02,3.2,73.42,9.97,1.45,0.0087,1.15,3.7,8.63,-5.6,Consumer
2020-06-05,AAPL,562.46,1094.23,1116.51,220.9,92862041,0.314,1652,-0.638,24.03,1103.23,585.05,1386.89,-0.88,15.0,5.73,1.73,0.0194,2.11,2.93,0.08,14.08,Healthcare
2020-06-05,TSLA,393.46,466.47,1012.5,1439.46,73309308,0.22,7916,-0.433,46.63,1151.0,444.63,228.66,-3.25,77.84,5.95,1.67,0.0104,1.33,0.31,-8.54,-13.62,Tech
2020-06-05,AMZN,1181.76,1325.64,214.41,181.97,5659710,0.417,924,0.236,25.66,1112.61,657.7,553.57,-0.39,35.94,4.6,1.29,0.0311,0.69,-3.31,9.94,-1.15,Tech
2020-06-05,GOOGL,448.47,121.37,1094.89,385.0,11772967,0.321,3848,-0.725,42.85,1484.46,818.45,171.67,0.63,98.67,-0.32,1.92,0.0386,0.64,3.41,-0.32,-8.1,Healthcare
2020-06-05,MSFT,1242.79,385.07,775.44,117.54,73043074,-0.771,5678,-0.925,17.89,643.35,956.35,1432.52,2.63,80.87,-8.24,1.56,0.0267,2.86,-4.06,8.94,18.49,Tech
2020-06-05,NFLX,664.42,1351.21,1346.44,1072.41,72812021,-0.418,6012,0.597,11.93,1039.18,1275.43,945.55,-1.5,64.62,-8.55,0.8,-0.0318,0.48,3.87,-2.19,-16.61,Healthcare
2020-06-05,NVDA,1017.95,421.48,1383.81,1282.93,66810837,-0.741,7490,0.432,41.27,330.8,1369.51,537.46,-3.53,22.94,8.33,1.43,-0.0127,0.96,2.66,-5.5,-10.19,Tech
2020-06-05,META,188.53,369.94,129.98,679.4,48326233,0.686,5297,-0.381,31.67,629.58,720.74,449.45,-4.06,95.64,-9.99,0.8,0.0284,-0.01,3.03,4.74,-2.02,Consumer
2020-06-05,AMD,954.6,250.28,1239.93,1396.36,76247979,0.494,9130,-0.883,30.15,762.76,178.57,693.94,-3.88,3.29,3.98,1.34,0.0323,0.01,-1.23,-1.35,-10.11,Finance
2020-06-05,INTC,705.06,1295.71,104.66,905.93,43738747,-0.597,4795,-0.027,20.89,361.5,1205.74,182.5,4.5,22.33,2.57,1.68,0.0129,0.42,-4.15,7.63,8.26,Healthcare
2020-06-06,AAPL,900.58,775.08,582.4,963.51,6288486,-0.317,6868,-0.448,12.89,1364.88,741.88,1339.56,4.52,3.68,0.02,1.72,0.0214,2.7,2.27,-0.71,-5.16,Consumer
2020-06-06,TSLA,293.62,1028.6,836.33,1275.86,36877155,0.933,3783,-0.204,29.31,1088.49,842.35,790.86,4.69,96.65,9.5,1.48,-0.0326,0.59,4.78,-3.23,11.23,Finance
2020-06-06,AMZN,1118.47,396.65,264.75,480.36,65035604,0.188,2061,-0.452,44.69,461.45,913.9,1101.39,-1.98,87.14,-6.04,1.67,-0.0127,1.21,3.58,9.33,2.05,Finance
2020-06-06,GOOGL,1301.06,1149.16,1132.16,563.69,50700725,0.602,1037,-0.649,14.8,245.69,1018.41,388.93,-3.08,95.21,5.71,1.21,0.0035,1.18,3.41,6.61,-2.93,Tech
2020-06-06,MSFT,364.27,1152.01,62.11,1363.63,66706799,-0.471,7695,-0.226,47.17,467.41,1340.65,780.44,4.81,71.5,3.5,1.33,0.0484,1.33,1.32,-5.89,-5.4,Finance
2020-06-06,NFLX,188.79,503.27,294.47,1356.4,42043737,-0.58,524,0.93,20.99,953.33,1430.61,356.07,4.88,2.74,9.49,1.82,0.0299,2.28,-3.84,-0.22,-11.12,Tech
2020-06-06,NVDA,84.28,645.49,892.16,1465.9,30925566,0.568,3151,-0.468,31.29,1248.29,1413.25,1233.34,-4.22,93.15,8.68,1.24,-0.0307,2.6,3.63,-7.73,-9.9,Consumer
2020-06-06,META,980.86,354.05,1085.86,1357.67,30318947,0.372,3005,-0.328,12.66,779.59,1223.72,1174.15,2.53,42.1,-7.43,1.03,-0.0148,-0.17,-2.78,-7.85,-12.94,Healthcare
2020-06-06,AMD,930.29,1466.01,1379.13,234.69,86736087,0.362,2794,-0.342,27.0,198.62,1339.4,264.89,-2.11,36.82,-3.85,1.7,-0.0283,2.44,-2.36,7.07,14.07,Tech
2020-06-06,INTC,842.71,986.12,1072.97,1244.4,23271871,0.105,3695,-0.039,15.04,411.51,122.0,158.04,4.09,28.41,7.02,0.58,-0.0348,1.19,2.56,8.64,1.93,Healthcare
2020-06-07,AAPL,386.32,1405.09,1024.08,644.27,26434344,0.127,1367,0.687,11.92,550.46,1281.21,1245.09,-4.11,28.68,-5.43,1.94,-0.038,2.7,2.17,4.78,-0.68,Healthcare
2020-06-07,TSLA,616.81,489.91,621.79,1486.66,77859865,0.471,521,-0.196,48.66,972.4,154.78,208.99,3.89,80.06,-2.43,1.01,0.0466,2.66,-4.27,9.78,-7.11,Healthcare
2020-06-07,AMZN,911.99,1183.74,51.86,734.81,62607316,-0.46,3366,0.612,39.2,407.63,1131.98,845.3,-4.97,25.64,2.52,1.44,0.0407,0.56,-2.48,-9.09,0.67,Healthcare
2020-06-07,GOOGL,770.31,1160.5,224.23,853.06,33754321,-0.294,7117,-0.77,38.76,389.2,295.58,825.01,0.22,22.22,1.26,1.53,-0.0017,1.61,3.18,-3.37,15.3,Consumer
2020-06-07,MSFT,1482.29,1052.9,825.1,818.17,70713742,0.743,9949,0.79,13.62,464.99,572.16,344.27,-1.64,69.8,2.81,0.71,0.0049,2.49,4.5,-7.36,14.24,Finance
2020-06-07,NFLX,247.84,1450.18,1028.94,516.52,29243358,-0.382,2200,-0.629,47.17,909.17,317.07,907.47,-0.73,28.75,4.27,1.73,0.0339,0.54,-2.34,5.64,3.96,Tech
2020-06-07,NVDA,1057.96,620.66,655.3,158.78,37274203,0.093,7229,-0.922,28.78,764.31,693.02,779.0,-0.66,1.31,4.58,1.36,0.0149,-0.82,2.61,7.81,1.2,Healthcare
2020-06-07,META,636.26,239.54,1109.48,1348.69,29725383,0.405,8195,-0.683,44.09,1270.37,647.03,788.32,1.54,93.18,4.75,0.99,0.0233,0.44,0.06,-1.06,-10.97,Healthcare
2020-06-07,AMD,670.89,1023.98,806.7,1213.88,79130076,1.0,8976,-0.619,10.5,1062.0,119.69,571.56,-4.77,31.36,9.83,1.78,0.0291,0.46,-1.2,6.58,7.72,Tech
2020-06-07,INTC,1090.52,1107.5,157.56,252.31,81517524,-0.129,2326,0.017,21.93,1016.89,1254.22,1265.72,1.91,76.44,-2.87,1.44,-0.0017,2.23,3.98,6.95,14.13,Consumer
2020-06-08,AAPL,1054.03,883.84,328.42,1176.31,81016888,-0.144,4488,-0.1,49.84,274.24,1288.57,172.34,-4.78,46.9,-9.12,1.68,0.0475,0.24,0.48,-7.21,-7.77,Finance
2020-06-08,TSLA,1487.32,349.89,1268.0,957.48,33703728,0.685,2522,0.432,27.11,130.08,1191.89,686.0,-3.15,13.41,-3.02,1.99,0.0128,2.58,1.92,-2.46,-2.58,Healthcare
2020-06-08,AMZN,236.17,781.46,1101.12,643.26,30798329,0.611,7326,-0.898,45.54,789.5,1279.03,426.73,1.07,66.19,8.23,0.7,0.0133,1.19,0.92,-6.24,-15.73,Healthcare
2020-06-08,GOOGL,200.96,502.68,1347.4,418.33,56777723,0.462,9369,-0.005,23.12,153.88,1138.77,1280.23,-4.14,23.16,-8.33,1.62,-0.0359,1.34,1.44,3.4,14.33,Finance
2020-06-08,MSFT,1100.29,669.83,220.46,1296.61,30235633,-0.074,7416,-0.335,31.01,577.83,1409.35,376.37,4.91,28.79,2.94,1.64,0.0488,2.23,0.17,-2.25,-16.09,Healthcare
2020-06-08,NFLX,888.66,985.57,1485.82,1065.27,57050915,-0.352,2943,0.261,44.17,87.86,885.77,1162.19,2.84,3.24,-1.54,1.81,-0.0429,-0.46,0.33,3.36,8.17,Finance
2020-06-08,NVDA,447.53,1130.56,353.64,844.22,94827580,0.217,4211,-0.913,34.23,306.37,894.83,936.7,2.06,1.64,8.43,1.11,0.0486,-0.93,3.52,7.52,-12.52,Tech
2020-06-08,META,165.16,386.73,67.08,933.87,2707806,0.752,5759,-0.93,39.01,210.03,1296.87,1318.45,-2.32,51.36,8.57,1.8,0.0411,-0.77,-1.97,-1.74,9.35,Finance
2020-06-08,AMD,174.2,637.72,1496.26,182.05,45598574,0.768,2003,-0.145,19.15,1211.43,556.65,911.0,-4.51,5.78,5.7,1.46,0.0356,-0.88,2.36,9.44,5.71,Tech
2020-06-08,INTC,1346.58,440.28,457.56,737.18,20191841,-0.783,4324,0.623,16.24,551.88,122.62,856.9,4.79,20.94,-8.03,0.6,0.0174,1.8,-2.31,-1.83,7.62,Consumer
2020-06-09,AAPL,328.21,338.02,1018.63,330.87,88696385,-0.143,5079,0.342,19.21,164.33,1137.29,1211.64,-3.52,92.38,-9.51,0.55,0.0109,-0.02,-4.29,-5.73,5.43,Tech
2020-06-09,TSLA,518.89,1185.91,306.19,352.16,23365378,-0.071,5463,-0.967,29.72,434.95,419.15,865.61,3.31,8.29,-7.27,1.22,0.0497,2.43,4.03,0.59,-4.13,Consumer
2020-06-09,AMZN,378.65,1368.42,891.33,1008.89,15833479,0.955,525,-0.643,42.04,1040.07,737.64,1274.59,-3.02,29.08,-3.56,1.68,0.0474,2.53,-0.89,-2.02,4.81,Healthcare
2020-06-09,GOOGL,564.74,586.84,1360.85,1371.32,31012723,0.356,2501,-0.547,24.16,1131.17,398.64,121.51,-1.26,72.65,-5.17,1.08,0.0312,0.42,1.83,-7.5,-10.61,Healthcare
2020-06-09,MSFT,150.66,1139.35,514.26,635.45,55183558,-0.186,9041,-0.154,32.59,223.8,1249.28,767.97,1.94,88.43,-2.6,1.78,-0.0413,-0.22,2.58,-9.54,-9.04,Finance
2020-06-09,NFLX,802.64,1350.64,1021.87,351.24,99448075,-0.948,7348,0.173,42.19,1178.92,1439.52,1228.4,4.45,4.62,-7.14,1.24,-0.0128,1.0,2.97,4.88,-17.39,Tech
2020-06-09,NVDA,148.04,1276.88,322.46,990.68,17230649,0.131,143,-0.567,19.55,587.31,129.78,1280.13,-4.8,18.54,5.05,0.54,0.0366,2.26,-2.74,8.66,4.51,Healthcare
2020-06-09,META,1210.52,315.08,955.95,1313.22,58600146,-0.808,6398,-0.235,45.32,1035.1,388.39,1259.38,-2.39,38.79,6.91,1.96,0.0203,1.74,1.56,-1.19,13.63,Finance
2020-06-09,AMD,388.88,1436.62,537.85,1135.06,54902681,0.669,5142,0.168,48.12,1023.69,324.87,926.35,2.65,36.1,-0.24,1.23,-0.0378,-0.9,2.6,-8.69,-4.86,Tech
2020-06-09,INTC,833.02,596.18,356.25,1309.7,66458523,0.505,1659,-0.233,11.56,1200.71,1026.15,1491.26,-3.27,28.85,9.13,1.48,-0.0152,-0.97,-3.8,4.81,-11.65,Tech
2020-06-10,AAPL,1326.11,541.9,504.11,828.0,33851197,-0.079,6135,-0.714,12.36,1060.92,671.58,313.01,-3.89,24.23,-7.59,0.8,-0.0481,-0.54,-3.59,7.34,12.96,Finance
2020-06-10,TSLA,993.77,140.53,309.32,1140.22,62686158,-0.142,7171,-0.017,13.64,106.36,711.58,302.96,-4.54,26.87,-7.88,0.95,0.0393,0.35,-1.36,-3.53,5.77,Tech
2020-06-10,AMZN,822.79,754.95,1357.78,253.09,68269965,0.795,4294,-0.352,41.07,803.25,277.76,97.59,0.02,13.34,-5.99,1.23,0.0247,1.15,-1.98,-5.56,15.74,Healthcare
2020-06-10,GOOGL,520.28,208.07,625.92,555.0,37254895,-0.423,4051,0.728,17.57,290.96,651.37,1484.54,2.68,16.33,9.64,1.78,-0.0064,2.27,2.97,-3.26,-19.75,Tech
2020-06-10,MSFT,532.85,410.38,405.65,614.85,48630460,-0.502,247,0.551,39.03,1456.45,489.68,554.63,4.62,60.68,-1.67,0.65,0.026,-0.43,1.43,8.17,-3.95,Healthcare
2020-06-10,NFLX,1020.76,509.57,700.19,791.38,18615610,0.878,2270,-0.619,27.65,420.96,936.23,1154.98,-2.33,29.22,8.48,1.67,0.0433,-0.39,-0.02,-1.64,16.04,Healthcare
2020-06-10,NVDA,1491.5,1222.8,514.78,1397.16,63241165,0.618,8403,-0.695,43.45,659.16,365.0,136.58,-3.79,39.97,-5.96,1.37,-0.022,2.45,-3.94,3.08,7.02,Finance
2020-06-10,META,1009.67,1319.46,1129.41,1317.73,23631985,0.641,5218,-0.305,42.34,335.22,941.48,483.1,-0.97,41.2,6.92,1.25,-0.0214,2.7,-3.87,-8.51,-1.25,Tech
2020-06-10,AMD,858.79,488.58,1458.27,245.06,1469596,-0.61,7255,-0.176,48.39,245.15,597.73,954.58,-4.45,10.97,-3.8,1.81,-0.0017,1.21,0.17,-4.37,-3.42,Consumer
2020-06-10,INTC,1109.44,1295.11,685.15,300.54,35687867,-0.713,7397,0.864,20.04,921.35,552.13,810.93,-1.69,81.95,4.69,0.68,0.0207,2.14,3.83,-5.44,15.81,Finance
2020-06-11,AAPL,724.55,1292.98,1298.5,568.58,33072501,-0.948,4263,-0.397,19.17,765.11,493.06,351.23,1.43,95.64,9.49,1.99,0.0493,0.37,2.75,-8.75,13.27,Healthcare
2020-06-11,TSLA,137.21,1158.74,870.5,471.58,12580293,-0.526,8126,0.735,11.26,593.26,1027.06,719.31,-3.32,26.35,8.66,1.78,-0.0337,2.79,3.82,-7.59,-19.51,Consumer
2020-06-11,AMZN,865.33,262.71,277.99,941.42,22801691,0.548,9119,0.011,26.42,173.86,865.51,207.73,1.32,29.44,6.63,0.99,-0.0158,2.62,0.65,-1.67,-15.16,Consumer
2020-06-11,GOOGL,1438.56,1050.97,1051.4,1359.03,13883789,-0.52,8167,0.771,28.36,1117.14,1285.0,836.92,4.72,69.32,-9.0,1.18,-0.0137,2.4,-2.79,1.16,0.49,Healthcare
2020-06-11,MSFT,304.19,1420.28,794.48,1445.32,53998477,0.458,3039,0.404,48.58,58.49,400.33,190.57,3.64,8.06,2.16,0.54,0.0226,-0.95,-4.68,-3.76,-15.41,Consumer
2020-06-11,NFLX,1050.51,1039.68,993.38,997.72,30520915,-0.496,5827,0.417,43.23,713.61,108.17,972.11,-1.43,90.73,6.71,1.29,0.0387,1.09,4.4,-1.61,-9.01,Healthcare
2020-06-11,NVDA,341.35,530.84,1340.05,1265.33,59366156,-0.209,8164,0.038,16.67,967.23,313.93,275.27,-0.79,12.06,-2.01,1.32,-0.0316,-0.89,-0.25,5.19,13.4,Consumer
2020-06-11,META,826.95,775.84,688.63,811.54,81535130,0.966,3716,0.681,41.94,674.53,547.87,843.27,-0.81,73.21,4.62,1.89,0.0214,1.71,3.59,-5.06,-4.55,Tech
2020-06-11,AMD,190.18,986.3,1356.71,352.07,54926843,-0.51,5505,-0.491,17.13,233.0,310.5,237.22,3.6,29.15,-7.24,1.08,0.041,-0.27,2.33,-9.32,-1.96,Finance
2020-06-11,INTC,703.04,790.33,1138.47,810.8,3114732,-0.247,7385,0.815,13.11,1178.46,171.09,631.03,4.94,32.33,-6.46,1.36,-0.0379,1.56,3.32,-4.86,-13.03,Tech
2020-06-12,AAPL,1146.44,223.93,758.48,854.87,13960956,-0.398,8451,0.274,43.48,519.72,695.74,560.16,3.26,14.08,2.87,1.61,0.0135,-0.61,-2.89,8.43,4.09,Consumer
2020-06-12,TSLA,553.98,502.49,924.67,1126.56,23279169,-0.781,5980,-0.123,49.04,245.4,1031.55,1146.8,0.58,64.63,-1.26,1.41,-0.0298,2.03,1.79,-9.64,-15.19,Finance
2020-06-12,AMZN,1014.12,1213.47,522.09,368.83,34777512,-0.02,1113,0.964,13.52,847.89,1139.78,979.68,-4.03,79.5,-5.63,0.73,-0.0059,1.91,2.23,-7.42,5.21,Tech
2020-06-12,GOOGL,1203.4,1299.06,1476.22,584.05,38103983,-0.243,8843,0.724,42.56,77.8,628.15,1408.78,4.54,95.02,-4.34,0.76,-0.0373,-0.98,0.53,-8.7,9.87,Consumer
2020-06-12,MSFT,1394.41,249.09,1017.66,577.84,75007063,0.39,7491,0.544,44.37,519.89,743.16,1386.77,3.6,33.15,2.38,0.71,0.0184,2.17,3.35,-2.46,14.94,Finance
2020-06-12,NFLX,390.23,1430.96,113.58,1441.19,90503644,0.635,1275,-0.452,14.75,1138.43,1145.43,1101.24,3.41,62.12,4.51,0.83,-0.0099,-0.34,4.88,2.95,3.3,Healthcare
2020-06-12,NVDA,629.01,526.79,523.6,693.72,37028268,0.088,9455,0.947,21.33,1373.43,561.43,1167.35,-1.08,41.5,-5.85,0.99,0.0067,-0.56,-4.89,8.21,-6.72,Finance
2020-06-12,META,271.0,1010.35,953.81,1144.89,75394179,-0.936,5347,0.486,39.35,908.0,1187.91,956.12,-0.53,55.78,9.1,1.61,0.0024,1.0,-0.45,5.88,14.07,Consumer
2020-06-12,AMD,1489.1,1140.15,131.68,1138.68,97198001,0.238,7618,0.21,42.31,365.54,1452.7,1052.91,-3.8,16.29,-9.84,0.59,0.0194,1.36,2.54,-4.99,3.86,Finance
2020-06-12,INTC,1394.15,1227.32,84.63,435.04,87650561,-0.889,6390,0.844,24.16,369.0,1326.7,944.97,4.38,58.18,4.0,1.73,0.0396,-0.59,2.26,2.7,-5.67,Tech
2020-06-13,AAPL,832.94,1421.34,702.54,879.21,51263635,0.233,1408,-0.676,16.4,925.61,707.71,502.06,4.43,84.91,-4.18,0.89,-0.022,0.22,-0.32,3.28,-7.1,Consumer
2020-06-13,TSLA,1270.95,503.73,532.4,1346.74,58426869,0.37,9784,-0.722,35.93,639.8,890.3,558.5,-2.46,86.37,-0.43,1.42,0.0095,0.63,3.42,-8.19,-7.18,Healthcare
2020-06-13,AMZN,805.39,1294.83,685.53,739.04,70676468,-0.604,9533,0.127,38.08,307.03,1088.82,883.36,1.96,48.34,1.4,1.33,0.0074,2.77,1.75,-1.46,-17.75,Consumer
2020-06-13,GOOGL,954.2,240.95,430.91,1420.42,14143868,0.639,4927,-0.887,30.14,1191.73,556.49,1094.26,-2.97,23.57,1.23,0.73,-0.0185,0.01,0.48,-3.78,-15.95,Healthcare
2020-06-13,MSFT,179.23,1072.31,288.84,360.96,43741417,0.822,5364,0.328,15.8,340.35,1208.9,638.87,-1.07,83.67,5.53,0.93,-0.0,0.04,-2.27,-6.86,-16.41,Finance
2020-06-13,NFLX,1145.14,1125.87,1049.26,157.53,53475326,0.626,1877,-0.519,43.78,516.38,683.53,256.87,-1.98,99.94,6.48,0.94,-0.046,1.64,-1.33,-8.83,-7.51,Healthcare
2020-06-13,NVDA,235.18,1032.7,796.13,1342.61,79166629,-0.39,159,-0.762,35.81,139.07,1277.92,716.15,-1.1,37.72,-8.53,1.44,-0.0073,1.91,4.89,-9.46,-1.04,Tech
2020-06-13,META,1247.8,415.86,340.22,1279.14,12986978,0.173,9925,-0.181,44.77,1066.99,419.36,1446.62,-1.91,92.44,4.06,1.68,-0.0229,-0.96,4.06,7.17,-14.1,Tech
2020-06-13,AMD,1183.94,1315.91,513.4,1489.26,90885490,0.83,7086,-0.068,47.32,449.15,66.5,360.43,-1.55,98.35,-2.02,1.99,0.0364,-0.46,1.96,-3.39,13.12,Tech
2020-06-13,INTC,1077.68,294.84,908.12,1035.12,4360966,-0.359,7960,-0.659,42.23,387.66,967.4,991.15,2.91,39.56,6.37,0.64,-0.0142,0.43,3.59,-0.14,-17.38,Healthcare
2020-06-14,AAPL,102.43,127.77,154.73,1408.2,41355628,0.64,8627,-0.917,48.35,489.87,705.24,1474.69,-2.0,71.63,2.18,1.91,-0.0308,1.53,-3.64,-4.17,17.81,Finance
2020-06-14,TSLA,489.54,1090.32,263.81,1249.08,75686540,-0.981,9122,-0.172,48.17,1317.49,136.74,595.54,3.15,58.11,-9.8,1.34,0.003,-0.46,-2.32,-6.68,-17.02,Healthcare
2020-06-14,AMZN,431.51,739.44,156.21,1274.42,4498352,-0.993,1692,0.519,34.77,801.13,757.04,1337.43,0.68,72.22,3.33,1.04,0.0311,0.43,3.85,-4.77,15.79,Healthcare
2020-06-14,GOOGL,572.2,1281.19,1227.86,875.26,19307904,0.519,4480,0.748,39.13,278.93,294.43,1302.81,2.8,15.42,8.51,0.93,-0.0146,-0.68,-0.29,-6.6,-9.57,Consumer
